structure_id,chain_id,sasa
AF-A0A0A0MS02-F1-model_v1,A,9852.83
AF-A0A0A0MS03-F1-model_v1,A,8251.48
AF-A0A0A0MS04-F1-model_v1,A,8126.63
AF-A0A0A0MS05-F1-model_v1,A,8394.47
AF-A0A0A0MS06-F1-model_v1,A,8479.58
AF-A0A0A0MS14-F1-model_v1,A,8792.77
AF-A0A0A0MS15-F1-model_v1,A,8726.23
AF-A0A0A0MT36-F1-model_v1,A,8414.09
AF-A0A0A0MT70-F1-model_v1,A,1715.27
AF-A0A0A0MT76-F1-model_v1,A,5604.11
AF-A0A0A0MT82-F1-model_v1,A,5647.46
AF-A0A0A0MT86-F1-model_v1,A,3036.31
AF-A0A0A0MT87-F1-model_v1,A,2334.16
AF-A0A0A0MT93-F1-model_v1,A,2786.44
AF-A0A0A0MT94-F1-model_v1,A,2325.54
AF-A0A0A0MT99-F1-model_v1,A,6342.44
AF-A0A0A0MTA7-F1-model_v1,A,2223.17
AF-A0A0A6YYC5-F1-model_v1,A,8934.69
AF-A0A0A6YYD4-F1-model_v1,A,9841.02
AF-A0A0A6YYG2-F1-model_v1,A,8351.19
AF-A0A0A6YYG3-F1-model_v1,A,8027.69
AF-A0A0A6YYJ7-F1-model_v1,A,8471.83
AF-A0A0A6YYK1-F1-model_v1,A,8156.47
AF-A0A0A6YYK4-F1-model_v1,A,9130.75
AF-A0A0A6YYK6-F1-model_v1,A,8609.86
AF-A0A0A6YYK7-F1-model_v1,A,8338.34
AF-A0A0A6YYL3-F1-model_v1,A,49732.54
AF-A0A0B4J1T7-F1-model_v1,A,10765.06
AF-A0A0B4J1U3-F1-model_v1,A,8910.74
AF-A0A0B4J1U4-F1-model_v1,A,9991.33
AF-A0A0B4J1U6-F1-model_v1,A,8368.99
AF-A0A0B4J1U7-F1-model_v1,A,8862.26
AF-A0A0B4J1V0-F1-model_v1,A,8580.91
AF-A0A0B4J1V1-F1-model_v1,A,8228.19
AF-A0A0B4J1V2-F1-model_v1,A,8288.8
AF-A0A0B4J1V6-F1-model_v1,A,8318.03
AF-A0A0B4J1V7-F1-model_v1,A,8270.74
AF-A0A0B4J1W7-F1-model_v1,A,45012.01
AF-A0A0B4J1X5-F1-model_v1,A,8534.45
AF-A0A0B4J1X8-F1-model_v1,A,8320.14
AF-A0A0B4J1Y8-F1-model_v1,A,8696.4
AF-A0A0B4J1Y9-F1-model_v1,A,8509.73
AF-A0A0B4J1Z2-F1-model_v1,A,9001.75
AF-A0A0B4J200-F1-model_v1,A,2133.8
AF-A0A0B4J234-F1-model_v1,A,8490.11
AF-A0A0B4J235-F1-model_v1,A,9017.26
AF-A0A0B4J237-F1-model_v1,A,8077.51
AF-A0A0B4J238-F1-model_v1,A,6788.39
AF-A0A0B4J240-F1-model_v1,A,8556.24
AF-A0A0B4J241-F1-model_v1,A,8693.56
AF-A0A0B4J244-F1-model_v1,A,8580.86
AF-A0A0B4J245-F1-model_v1,A,8127.57
AF-A0A0B4J248-F1-model_v1,A,7858.14
AF-A0A0B4J249-F1-model_v1,A,9094.9
AF-A0A0B4J262-F1-model_v1,A,8783.56
AF-A0A0B4J263-F1-model_v1,A,8194.86
AF-A0A0B4J264-F1-model_v1,A,9013.02
AF-A0A0B4J265-F1-model_v1,A,8621.51
AF-A0A0B4J266-F1-model_v1,A,8351.03
AF-A0A0B4J268-F1-model_v1,A,8635.84
AF-A0A0B4J271-F1-model_v1,A,8556.61
AF-A0A0B4J272-F1-model_v1,A,8723.36
AF-A0A0B4J273-F1-model_v1,A,8318.96
AF-A0A0B4J274-F1-model_v1,A,8540.37
AF-A0A0B4J275-F1-model_v1,A,9063.38
AF-A0A0B4J276-F1-model_v1,A,7972.3
AF-A0A0B4J277-F1-model_v1,A,7937.56
AF-A0A0B4J279-F1-model_v1,A,8059.6
AF-A0A0B4J280-F1-model_v1,A,7911.59
AF-A0A0B4J2A2-F1-model_v1,A,7665.35
AF-A0A0B4J2B6-F1-model_v1,A,8546.44
AF-A0A0B4J2B8-F1-model_v1,A,8798.0
AF-A0A0B4J2D5-F1-model_v1,A,15359.66
AF-A0A0B4J2D9-F1-model_v1,A,8514.79
AF-A0A0B4J2E0-F1-model_v1,A,8829.93
AF-A0A0B4J2E5-F1-model_v1,A,49487.39
AF-A0A0B4J2F0-F1-model_v1,A,6109.19
AF-A0A0B4J2F2-F1-model_v1,A,71896.74
AF-A0A0B4J2H0-F1-model_v1,A,8665.01
AF-A0A0C4DGP1-F1-model_v1,A,6819.39
AF-A0A0C4DH24-F1-model_v1,A,8489.29
AF-A0A0C4DH25-F1-model_v1,A,8526.88
AF-A0A0C4DH26-F1-model_v1,A,8118.37
AF-A0A0C4DH27-F1-model_v1,A,9254.14
AF-A0A0C4DH28-F1-model_v1,A,9354.66
AF-A0A0C4DH29-F1-model_v1,A,8661.49
AF-A0A0C4DH30-F1-model_v1,A,8916.32
AF-A0A0C4DH31-F1-model_v1,A,8569.85
AF-A0A0C4DH32-F1-model_v1,A,8281.48
AF-A0A0C4DH33-F1-model_v1,A,8552.07
AF-A0A0C4DH34-F1-model_v1,A,8513.22
AF-A0A0C4DH35-F1-model_v1,A,8485.05
AF-A0A0C4DH36-F1-model_v1,A,8145.04
AF-A0A0C4DH38-F1-model_v1,A,7870.8
AF-A0A0C4DH39-F1-model_v1,A,8702.84
AF-A0A0C4DH41-F1-model_v1,A,8505.81
AF-A0A0C4DH42-F1-model_v1,A,8475.68
AF-A0A0C4DH43-F1-model_v1,A,8304.28
AF-A0A0C4DH55-F1-model_v1,A,8963.59
AF-A0A0C4DH59-F1-model_v1,A,8104.18
AF-A0A0C4DH62-F1-model_v1,A,2410.51
AF-A0A0C4DH63-F1-model_v1,A,2325.9
AF-A0A0C4DH67-F1-model_v1,A,8339.03
AF-A0A0C4DH68-F1-model_v1,A,8669.24
AF-A0A0C4DH69-F1-model_v1,A,8621.5
AF-A0A0C4DH72-F1-model_v1,A,9097.53
AF-A0A0C4DH73-F1-model_v1,A,8600.46
AF-A0A0C4DH90-F1-model_v1,A,8541.66
AF-A0A0C5B5G6-F1-model_v1,A,2996.78
AF-A0A0D9SF12-F1-model_v1,A,16656.32
AF-A0A0G2JKD1-F1-model_v1,A,34343.07
AF-A0A0G2JKW9-F1-model_v1,A,4167.52
AF-A0A0G2JLE6-F1-model_v1,A,23079.03
AF-A0A0G2JLG4-F1-model_v1,A,28306.26
AF-A0A0G2JLM5-F1-model_v1,A,29470.44
AF-A0A0G2JLQ3-F1-model_v1,A,23757.59
AF-A0A0G2JLW4-F1-model_v1,A,12459.61
AF-A0A0G2JMD5-F1-model_v1,A,28442.0
AF-A0A0G2JMH3-F1-model_v1,A,19857.3
AF-A0A0G2JMH6-F1-model_v1,A,19309.25
AF-A0A0G2JMI3-F1-model_v1,A,8686.41
AF-A0A0G2JMM0-F1-model_v1,A,21152.44
AF-A0A0G2JMP0-F1-model_v1,A,16836.96
AF-A0A0G2JMS6-F1-model_v1,A,73331.36
AF-A0A0G2JN01-F1-model_v1,A,21176.98
AF-A0A0G2JN53-F1-model_v1,A,22949.73
AF-A0A0G2JN68-F1-model_v1,A,34098.53
AF-A0A0G2JND7-F1-model_v1,A,10978.67
AF-A0A0G2JNF4-F1-model_v1,A,29953.76
AF-A0A0G2JNG1-F1-model_v1,A,23633.52
AF-A0A0G2JNH3-F1-model_v1,A,17753.75
AF-A0A0G2JNJ9-F1-model_v1,A,11674.56
AF-A0A0G2JNQ3-F1-model_v1,A,31407.1
AF-A0A0G2JP20-F1-model_v1,A,26057.85
AF-A0A0G2JPB7-F1-model_v1,A,25121.92
AF-A0A0G2JPC4-F1-model_v1,A,34310.93
AF-A0A0G2JPF8-F1-model_v1,A,31713.35
AF-A0A0G2JPN4-F1-model_v1,A,4184.8
AF-A0A0G2JQ47-F1-model_v1,A,23347.82
AF-A0A0G2JQF1-F1-model_v1,A,2637.43
AF-A0A0G2JQZ4-F1-model_v1,A,17964.6
AF-A0A0G2JRQ6-F1-model_v1,A,8577.82
AF-A0A0G2JS06-F1-model_v1,A,8945.36
AF-A0A0J9YVY3-F1-model_v1,A,8161.0
AF-A0A0J9YW62-F1-model_v1,A,7622.58
AF-A0A0J9YWL9-F1-model_v1,A,92033.54
AF-A0A0J9YWP8-F1-model_v1,A,2014.6
AF-A0A0J9YWU9-F1-model_v1,A,8533.34
AF-A0A0J9YWX3-F1-model_v1,A,2221.96
AF-A0A0J9YX35-F1-model_v1,A,8192.4
AF-A0A0J9YX57-F1-model_v1,A,36125.37
AF-A0A0J9YX75-F1-model_v1,A,7989.92
AF-A0A0J9YX94-F1-model_v1,A,53974.05
AF-A0A0J9YXG5-F1-model_v1,A,2356.76
AF-A0A0J9YXM7-F1-model_v1,A,2372.31
AF-A0A0J9YXQ4-F1-model_v1,A,62600.73
AF-A0A0J9YXV3-F1-model_v1,A,71460.87
AF-A0A0J9YXX1-F1-model_v1,A,7848.55
AF-A0A0J9YXY3-F1-model_v1,A,8108.12
AF-A0A0J9YY54-F1-model_v1,A,90204.32
AF-A0A0J9YY99-F1-model_v1,A,8246.29
AF-A0A0K0K1A3-F1-model_v1,A,8256.46
AF-A0A0K0K1A5-F1-model_v1,A,7970.55
AF-A0A0K0K1B3-F1-model_v1,A,7812.12
AF-A0A0K0K1C0-F1-model_v1,A,8343.3
AF-A0A0K0K1C4-F1-model_v1,A,8256.7
AF-A0A0K0K1D8-F1-model_v1,A,8073.9
AF-A0A0K0K1E9-F1-model_v1,A,8941.13
AF-A0A0K0K1G6-F1-model_v1,A,8326.78
AF-A0A0K0K1G8-F1-model_v1,A,8427.95
AF-A0A0K2S4Q6-F1-model_v1,A,16387.19
AF-A0A0M3HER8-F1-model_v1,A,60852.03
AF-A0A0U1RQE8-F1-model_v1,A,15466.59
AF-A0A0U1RQF7-F1-model_v1,A,15306.02
AF-A0A0U1RQG5-F1-model_v1,A,42451.54
AF-A0A0U1RQI7-F1-model_v1,A,75975.59
AF-A0A0U1RQS6-F1-model_v1,A,19627.02
AF-A0A0U1RR11-F1-model_v1,A,25641.29
AF-A0A0U1RR37-F1-model_v1,A,20808.24
AF-A0A0U1RRA0-F1-model_v1,A,7208.17
AF-A0A0U1RRE5-F1-model_v1,A,9196.81
AF-A0A0U1RRI6-F1-model_v1,A,27471.33
AF-A0A0U1RRK4-F1-model_v1,A,13824.76
AF-A0A0U1RRL7-F1-model_v1,A,9197.01
AF-A0A0U1RRN3-F1-model_v1,A,6930.18
AF-A0A0X1KG70-F1-model_v1,A,16589.47
AF-A0A126GWB0-F1-model_v1,A,17549.79
AF-A0A126GWI2-F1-model_v1,A,16940.29
AF-A0A140G945-F1-model_v1,A,15168.39
AF-A0A140T8X8-F1-model_v1,A,35761.84
AF-A0A140TA62-F1-model_v1,A,46868.06
AF-A0A140TA64-F1-model_v1,A,24683.67
AF-A0A140TA67-F1-model_v1,A,19307.92
AF-A0A183-F1-model_v1,A,11594.51
AF-A0A191URJ7-F1-model_v1,A,31841.84
AF-A0A1B0GTC6-F1-model_v1,A,9435.72
AF-A0A1B0GTD5-F1-model_v1,A,13906.84
AF-A0A1B0GTE1-F1-model_v1,A,28203.98
AF-A0A1B0GTG8-F1-model_v1,A,3884.73
AF-A0A1B0GTH6-F1-model_v1,A,89463.55
AF-A0A1B0GTH9-F1-model_v1,A,8826.29
AF-A0A1B0GTI1-F1-model_v1,A,24123.81
AF-A0A1B0GTI8-F1-model_v1,A,14764.14
AF-A0A1B0GTJ6-F1-model_v1,A,42477.89
AF-A0A1B0GTK4-F1-model_v1,A,17816.6
AF-A0A1B0GTK5-F1-model_v1,A,9998.18
AF-A0A1B0GTL2-F1-model_v1,A,16682.8
AF-A0A1B0GTQ1-F1-model_v1,A,28048.5
AF-A0A1B0GTQ4-F1-model_v1,A,9531.0
AF-A0A1B0GTR0-F1-model_v1,A,19006.58
AF-A0A1B0GTR3-F1-model_v1,A,14928.71
AF-A0A1B0GTR4-F1-model_v1,A,14996.98
AF-A0A1B0GTS1-F1-model_v1,A,36003.96
AF-A0A1B0GTU1-F1-model_v1,A,101936.36
AF-A0A1B0GTU2-F1-model_v1,A,6813.4
AF-A0A1B0GTW7-F1-model_v1,A,51075.51
AF-A0A1B0GTY4-F1-model_v1,A,20277.89
AF-A0A1B0GTZ2-F1-model_v1,A,35286.11
AF-A0A1B0GU29-F1-model_v1,A,19259.56
AF-A0A1B0GU33-F1-model_v1,A,10305.91
AF-A0A1B0GU71-F1-model_v1,A,11808.96
AF-A0A1B0GUA5-F1-model_v1,A,11557.26
AF-A0A1B0GUA6-F1-model_v1,A,26408.2
AF-A0A1B0GUA7-F1-model_v1,A,16287.17
AF-A0A1B0GUA9-F1-model_v1,A,30221.37
AF-A0A1B0GUC4-F1-model_v1,A,12209.69
AF-A0A1B0GUI7-F1-model_v1,A,10389.99
AF-A0A1B0GUJ8-F1-model_v1,A,19803.03
AF-A0A1B0GUL7-F1-model_v1,A,25381.35
AF-A0A1B0GUQ0-F1-model_v1,A,10067.41
AF-A0A1B0GUS0-F1-model_v1,A,27934.74
AF-A0A1B0GUS4-F1-model_v1,A,9054.32
AF-A0A1B0GUT2-F1-model_v1,A,14494.39
AF-A0A1B0GUU1-F1-model_v1,A,37836.98
AF-A0A1B0GUV1-F1-model_v1,A,9273.52
AF-A0A1B0GUV7-F1-model_v1,A,16497.9
AF-A0A1B0GUV8-F1-model_v1,A,11452.74
AF-A0A1B0GUW6-F1-model_v1,A,151813.27
AF-A0A1B0GUW7-F1-model_v1,A,6637.35
AF-A0A1B0GUX0-F1-model_v1,A,19424.65
AF-A0A1B0GUY1-F1-model_v1,A,38238.51
AF-A0A1B0GUZ9-F1-model_v1,A,4983.64
AF-A0A1B0GV03-F1-model_v1,A,70672.11
AF-A0A1B0GV22-F1-model_v1,A,10157.0
AF-A0A1B0GV85-F1-model_v1,A,57366.7
AF-A0A1B0GV90-F1-model_v1,A,6130.3
AF-A0A1B0GV96-F1-model_v1,A,6542.05
AF-A0A1B0GVB3-F1-model_v1,A,35281.84
AF-A0A1B0GVD1-F1-model_v1,A,11617.17
AF-A0A1B0GVG4-F1-model_v1,A,24998.34
AF-A0A1B0GVG6-F1-model_v1,A,17225.92
AF-A0A1B0GVH4-F1-model_v1,A,16619.56
AF-A0A1B0GVH6-F1-model_v1,A,41360.57
AF-A0A1B0GVH7-F1-model_v1,A,54015.87
AF-A0A1B0GVK7-F1-model_v1,A,8820.58
AF-A0A1B0GVM5-F1-model_v1,A,7341.11
AF-A0A1B0GVM6-F1-model_v1,A,16524.87
AF-A0A1B0GVN3-F1-model_v1,A,33258.58
AF-A0A1B0GVQ0-F1-model_v1,A,10670.22
AF-A0A1B0GVQ3-F1-model_v1,A,22509.89
AF-A0A1B0GVR7-F1-model_v1,A,11350.74
AF-A0A1B0GVS7-F1-model_v1,A,20192.09
AF-A0A1B0GVT2-F1-model_v1,A,11584.03
AF-A0A1B0GVV1-F1-model_v1,A,8932.67
AF-A0A1B0GVX0-F1-model_v1,A,6871.03
AF-A0A1B0GVY2-F1-model_v1,A,19081.44
AF-A0A1B0GVY4-F1-model_v1,A,9220.64
AF-A0A1B0GVZ2-F1-model_v1,A,8900.29
AF-A0A1B0GVZ6-F1-model_v1,A,23943.42
AF-A0A1B0GVZ9-F1-model_v1,A,14444.48
AF-A0A1B0GW15-F1-model_v1,A,8245.04
AF-A0A1B0GW35-F1-model_v1,A,11982.73
AF-A0A1B0GW54-F1-model_v1,A,6151.11
AF-A0A1B0GW64-F1-model_v1,A,16223.1
AF-A0A1B0GWB2-F1-model_v1,A,30866.46
AF-A0A1B0GWG4-F1-model_v1,A,10945.4
AF-A0A1B0GWH4-F1-model_v1,A,35833.56
AF-A0A1B0GWH6-F1-model_v1,A,2723.38
AF-A0A1B0GWI6-F1-model_v1,A,70147.57
AF-A0A1B0GWK0-F1-model_v1,A,9764.08
AF-A0A1B0GX31-F1-model_v1,A,8829.52
AF-A0A1B0GX49-F1-model_v1,A,7952.65
AF-A0A1B0GX51-F1-model_v1,A,8906.11
AF-A0A1B0GX56-F1-model_v1,A,8517.09
AF-A0A1B0GX68-F1-model_v1,A,8736.5
AF-A0A1B0GX78-F1-model_v1,A,8588.52
AF-A0A1B0GX95-F1-model_v1,A,9252.67
AF-A0A1B0GXF2-F1-model_v1,A,8260.86
AF-A0A1W2PN81-F1-model_v1,A,37370.87
AF-A0A1W2PNU3-F1-model_v1,A,37226.58
AF-A0A1W2PP81-F1-model_v1,A,21225.77
AF-A0A1W2PP97-F1-model_v1,A,10934.4
AF-A0A1W2PPD8-F1-model_v1,A,54731.44
AF-A0A1W2PPE2-F1-model_v1,A,21408.04
AF-A0A1W2PPE3-F1-model_v1,A,22039.08
AF-A0A1W2PPF3-F1-model_v1,A,39624.01
AF-A0A1W2PPG7-F1-model_v1,A,7549.72
AF-A0A1W2PPH5-F1-model_v1,A,21415.39
AF-A0A1W2PPK0-F1-model_v1,A,51498.97
AF-A0A1W2PPL8-F1-model_v1,A,21729.94
AF-A0A1W2PPM0-F1-model_v1,A,10640.43
AF-A0A1W2PPM1-F1-model_v1,A,51834.99
AF-A0A1W2PPW3-F1-model_v1,A,21459.66
AF-A0A1W2PQ09-F1-model_v1,A,21767.79
AF-A0A1W2PQ27-F1-model_v1,A,10576.22
AF-A0A1W2PQ64-F1-model_v1,A,10536.9
AF-A0A1W2PQ72-F1-model_v1,A,37401.49
AF-A0A1W2PQ73-F1-model_v1,A,38382.88
AF-A0A1W2PQC6-F1-model_v1,A,10570.19
AF-A0A1W2PQD8-F1-model_v1,A,10577.74
AF-A0A1W2PQF6-F1-model_v1,A,10871.28
AF-A0A1W2PQJ5-F1-model_v1,A,10494.73
AF-A0A1W2PQL4-F1-model_v1,A,32851.13
AF-A0A1W2PQM1-F1-model_v1,A,24254.92
AF-A0A1W2PQU2-F1-model_v1,A,6708.46
AF-A0A1W2PR19-F1-model_v1,A,12343.4
AF-A0A1W2PR48-F1-model_v1,A,31822.11
AF-A0A1W2PR64-F1-model_v1,A,21424.63
AF-A0A1W2PR75-F1-model_v1,A,10908.63
AF-A0A1W2PR80-F1-model_v1,A,57261.87
AF-A0A1W2PR82-F1-model_v1,A,31500.21
AF-A0A1W2PR95-F1-model_v1,A,28964.16
AF-A0A1W2PRE2-F1-model_v1,A,7737.25
AF-A0A1W2PRG0-F1-model_v1,A,12387.67
AF-A0A1W2PRN1-F1-model_v1,A,27252.28
AF-A0A1W2PRN6-F1-model_v1,A,21806.66
AF-A0A1W2PRP0-F1-model_v1,A,23556.89
AF-A0A1W2PRS3-F1-model_v1,A,11145.85
AF-A0A1W2PRV1-F1-model_v1,A,21466.58
AF-A0A1W2PS18-F1-model_v1,A,13679.75
AF-A0A286YEU6-F1-model_v1,A,19411.56
AF-A0A286YEV6-F1-model_v1,A,9838.41
AF-A0A286YEX9-F1-model_v1,A,3808.15
AF-A0A286YEY9-F1-model_v1,A,8508.76
AF-A0A286YF01-F1-model_v1,A,8418.74
AF-A0A286YF18-F1-model_v1,A,18029.72
AF-A0A286YF46-F1-model_v1,A,7493.39
AF-A0A286YF58-F1-model_v1,A,43094.95
AF-A0A286YF60-F1-model_v1,A,9816.58
AF-A0A286YF77-F1-model_v1,A,9737.72
AF-A0A286YFB4-F1-model_v1,A,11581.07
AF-A0A286YFG1-F1-model_v1,A,10764.02
AF-A0A286YFK9-F1-model_v1,A,6008.96
AF-A0A2R8Y2Y2-F1-model_v1,A,18540.33
AF-A0A2R8Y422-F1-model_v1,A,13794.14
AF-A0A2R8Y4L2-F1-model_v1,A,26273.63
AF-A0A2R8Y4L6-F1-model_v1,A,18534.44
AF-A0A2R8Y4M2-F1-model_v1,A,4725.9
AF-A0A2R8Y4M4-F1-model_v1,A,17239.81
AF-A0A2R8Y4Y8-F1-model_v1,A,15857.68
AF-A0A2R8Y556-F1-model_v1,A,3359.05
AF-A0A2R8Y5M8-F1-model_v1,A,13064.17
AF-A0A2R8Y619-F1-model_v1,A,12276.07
AF-A0A2R8Y747-F1-model_v1,A,19027.82
AF-A0A2R8Y7D0-F1-model_v1,A,9925.48
AF-A0A2R8Y7Y5-F1-model_v1,A,28808.58
AF-A0A2R8YCJ5-F1-model_v1,A,9486.05
AF-A0A2R8YCY7-F1-model_v1,A,11027.55
AF-A0A2R8YD15-F1-model_v1,A,4149.15
AF-A0A2R8YE69-F1-model_v1,A,89489.14
AF-A0A2R8YED5-F1-model_v1,A,16772.96
AF-A0A2R8YEG4-F1-model_v1,A,16203.48
AF-A0A2R8YEH3-F1-model_v1,A,16239.01
AF-A0A2R8YEV3-F1-model_v1,A,16419.67
AF-A0A2R8YFL7-F1-model_v1,A,16958.06
AF-A0A2R8YFM6-F1-model_v1,A,18009.25
AF-A0A2R8YFR7-F1-model_v1,A,166919.36
AF-A0A2U3TZM8-F1-model_v1,A,33651.67
AF-A0A2Z4LIS9-F1-model_v1,A,35279.09
AF-A0A376A8Z9-F1-model_v1,A,15684.49
AF-A0A3B3IRQ3-F1-model_v1,A,10127.85
AF-A0A3B3IRS2-F1-model_v1,A,8483.69
AF-A0A3B3IRV3-F1-model_v1,A,10075.81
AF-A0A3B3IT33-F1-model_v1,A,31867.89
AF-A0A3B3IT34-F1-model_v1,A,12898.05
AF-A0A3B3IT45-F1-model_v1,A,16219.16
AF-A0A3B3IT52-F1-model_v1,A,21943.68
AF-A0A3B3IU46-F1-model_v1,A,16365.72
AF-A0A3B3IU63-F1-model_v1,A,16457.37
AF-A0A494BZU2-F1-model_v1,A,3925.78
AF-A0A494BZU4-F1-model_v1,A,12208.14
AF-A0A494BZZ5-F1-model_v1,A,9139.25
AF-A0A494C030-F1-model_v1,A,31284.51
AF-A0A494C071-F1-model_v1,A,156895.74
AF-A0A494C086-F1-model_v1,A,42391.73
